	WT-t00	WT-t05	WT-t10	WT-t15	WT-t20	WT-t30	WT-t45	WT-t60
YBR077C	48.9446	56.4913	56.2343	44.8568	66.8096	69.1906	79.7681	76.2878
YBR078W	670.5414	662.0781	591.6827	456.9782	358.5451	334.4212	407.0221	720.92
YBR079C	352.4013	390.9198	283.6165	243.9086	231.6067	167.2106	147.2643	228.8635
YBR080C	78.3114	72.3089	80.684	89.7135	102.4414	106.6688	139.0829	102.9886
YBR081C	48.9446	38.4141	34.2296	47.6603	53.4477	43.2441	53.1788	80.1022
YBR082C	523.7076	519.72	621.0223	571.9236	632.4646	691.9059	869.2682	812.4654
YBR083W	112.5727	72.3089	56.2343	42.0532	44.5398	46.1271	130.9016	160.2045
YBR084W	384.2154	424.8146	325.181	344.8363	220.4718	138.3812	137.0376	148.7613
YBR084C-A	2926.889	2817.7862	2532.9888	2324.1405	2193.5832	1709.584	1509.4587	1884.3095
YBR085W	22.0251	4.5193	7.3349	2.8035	4.454	8.6488	10.2267	0
YBR085C-A	230.0398	228.2249	347.1857	577.5307	754.9489	766.8623	662.6892	282.265
YBR086C	166.4117	169.4739	215.1573	199.0518	204.8829	320.0065	237.2591	286.0794
YBR087W	51.3919	51.972	29.3396	58.8745	55.6747	51.8929	24.544	41.9583
YBR089W	0	0	0	2.8035	0	0	2.0453	3.8144
YBR088C	124.8088	133.3195	80.684	81.3029	51.2207	57.6588	55.2241	152.5757
YBR089C-A	256.9593	196.5897	134.4733	145.7844	113.5764	135.4982	224.9871	167.8332
YBR090C	266.7482	194.3301	136.9183	148.588	124.7113	141.2641	239.3044	175.462
YBR091C	58.7336	40.6737	24.4497	16.8213	17.8159	40.3612	24.544	38.1439
YBR092C	352.4013	402.2181	305.6212	204.6589	160.3431	103.7859	77.7228	221.2347
YBR093C	34.2612	24.8562	9.7799	11.2142	15.5889	14.4147	12.272	3.8144
YBR094W	48.9446	58.751	41.5645	42.0532	69.0366	57.6588	65.4508	41.9583
YBR095C	22.0251	33.8948	26.8947	19.6248	22.2699	34.5953	36.8161	30.5151
YBR096W	156.6228	160.4353	168.7029	199.0518	222.6988	207.5718	241.3498	221.2347
YBR097W	19.5779	9.0386	4.8899	14.0177	17.8159	20.1806	16.3627	22.8864
YBR098W	14.6834	9.0386	0	14.0177	8.908	14.4147	18.408	15.2576
YBR099C	2.4472	0	22.0047	19.6248	6.681	8.6488	6.136	3.8144
YBR101C	90.5476	51.972	68.4592	81.3029	106.8954	100.9029	98.1762	49.5871
YBR102C	29.3668	40.6737	22.0047	28.0355	28.9508	14.4147	22.4987	34.3295
YBR103W	48.9446	18.0772	14.6698	25.2319	20.0429	37.4782	24.544	15.2576
YBR103C-A	0	0	2.445	0	4.454	5.7659	0	3.8144
YBR104W	83.2059	72.3089	44.0095	19.6248	26.7239	31.7124	16.3627	11.4432
YBR105C	36.7085	54.2317	61.1242	42.0532	55.6747	123.9665	87.9495	57.2159
YBR106W	636.2802	585.2499	510.9987	555.1023	436.4896	360.3676	374.2967	495.8709
YBR107C	26.9195	29.3755	51.3444	67.2851	37.8588	28.8294	26.5894	41.9583
YBR108W	29.3668	58.751	41.5645	70.0887	93.5335	109.5518	92.0402	87.731
YBR109C	408.6877	549.0955	591.6827	527.0668	592.3788	625.5982	764.956	652.261
YBR109W-A	2.4472	0	0	0	0	2.8829	0	0
YBR110W	58.7336	42.9334	17.1148	44.8568	42.3128	49.01	61.3601	68.6591
YBR111C	227.5925	194.3301	158.923	235.498	298.4164	343.07	511.3342	518.7573
YBR111W-A	66.0753	49.7123	53.7893	58.8745	55.6747	69.1906	114.5389	72.4734
YBR113W	0	11.2983	2.445	2.8035	0	0	0	3.8144
YBR112C	58.7336	54.2317	41.5645	64.4816	62.3557	89.3712	55.2241	61.0303
YBR114W	34.2612	36.1544	41.5645	44.8568	44.5398	57.6588	44.9974	61.0303
YBR115C	440.5017	531.0182	415.6449	350.4434	280.6005	193.1571	261.8031	366.1816
YBR116C	12.2362	18.0772	112.4686	398.1037	585.6978	913.8923	805.8628	350.924
YBR117C	12.2362	20.3369	124.6935	434.5498	652.5075	1020.5611	940.855	400.5111
YBR118W	9886.8155	11033.8812	11442.4589	11320.723	10609.3707	9265.7726	9069.024	9356.7028
YBR119W	22.0251	15.8176	26.8947	33.6426	44.5398	46.1271	32.7254	30.5151
YBR120C	39.1557	24.8562	14.6698	28.0355	24.4969	57.6588	49.0881	34.3295
YBR121C-A	9.7889	2.2597	4.8899	14.0177	6.681	0	2.0453	7.6288
YBR121C	560.416	564.913	496.3289	465.3888	383.0419	273.8794	214.7604	381.4392
YBR122C	132.1505	171.7336	173.5929	168.2128	133.6193	147.03	196.3523	186.9052
YBR124W	7.3417	11.2983	2.445	22.4284	2.227	20.1806	4.0907	7.6288
YBR123C	31.814	24.8562	7.3349	14.0177	31.1778	28.8294	36.8161	22.8864
YBR125C	29.3668	20.3369	9.7799	30.839	53.4477	63.4247	32.7254	38.1439
YBR126C	168.859	418.0356	1024.4424	1429.809	1957.5224	2776.2722	2296.9134	1109.988
YBR126W-A	296.115	282.4565	420.5348	356.0505	345.1831	426.6753	517.4702	492.0565
YBR126W-B	296.115	282.4565	420.5348	356.0505	345.1831	426.6753	517.4702	492.0565
YBR127C	389.1098	479.0462	498.7738	580.3342	507.7533	550.6417	546.105	652.261
YBR128C	4.8945	6.779	12.2248	22.4284	24.4969	14.4147	22.4987	30.5151
YBR129C	19.5779	15.8176	24.4497	19.6248	26.7239	46.1271	26.5894	30.5151
YBR130C	97.8893	79.0878	73.3491	100.9277	93.5335	86.4882	75.6775	87.731
YBR131W	36.7085	38.4141	75.7941	120.5525	149.2082	129.7323	112.4935	80.1022
YBR131C-A	0	0	0	0	0	0	0	0
YBR132C	24.4723	18.0772	31.7846	44.8568	66.8096	92.2541	92.0402	19.072
YBR134W	0	0	2.445	0	0	0	0	3.8144
YBR133C	70.9697	74.5685	83.129	95.3206	51.2207	46.1271	81.8135	95.3598
YBR135W	100.3365	101.6843	95.3538	50.4638	75.7176	83.6053	61.3601	99.1742
YBR136W	31.814	31.6351	36.6745	30.839	22.2699	46.1271	49.0881	53.4015
YBR137W	53.8391	83.6071	53.7893	70.0887	80.1716	123.9665	96.1308	95.3598
YBR138C	7.3417	9.0386	29.3396	28.0355	35.6318	23.0635	30.6801	22.8864
YBR139W	53.8391	88.1264	112.4686	114.9454	204.8829	328.6553	351.798	267.0074
YBR140C	61.1808	63.2703	61.1242	75.6958	64.5827	72.0735	157.4909	110.6174
YBR141W-A	4.8945	0	0	2.8035	6.681	8.6488	8.1813	3.8144
YBR141C	24.4723	22.5965	7.3349	5.6071	8.908	2.8829	8.1813	15.2576
YBR142W	156.6228	85.8668	92.9089	47.6603	46.7667	60.5418	49.0881	57.2159
YBR143C	418.4766	399.9584	322.736	316.8008	296.1894	253.6988	212.715	335.6665
YBR144C	4.8945	0	0	0	0	0	0	0
YBR145W	41.6029	15.8176	17.1148	8.4106	28.9508	37.4782	18.408	11.4432
YBR146W	83.2059	72.3089	63.5692	70.0887	66.8096	95.1371	98.1762	76.2878
YBR147W	7.3417	6.779	12.2248	50.4638	37.8588	66.3076	63.4054	34.3295
YBR148W	9.7889	6.779	12.2248	5.6071	8.908	31.7124	18.408	7.6288
YBR149W	190.8841	176.2529	195.5976	333.6221	414.2198	565.0564	789.5001	827.723
YBR150C	31.814	22.5965	34.2296	56.0709	46.7667	57.6588	59.3148	72.4734
YBR151W	102.7837	79.0878	97.7988	126.1596	135.8463	135.4982	171.8083	99.1742
YBR152W	0	0	2.445	5.6071	0	0	0	0
YBR153W	51.3919	22.5965	26.8947	33.6426	11.1349	28.8294	22.4987	22.8864
YBR154C	303.4567	212.4073	163.813	109.3383	95.7605	63.4247	83.8588	118.2461
YBR155W	90.5476	76.8282	53.7893	36.4461	20.0429	23.0635	20.4534	22.8864
YBR156C	22.0251	15.8176	9.7799	25.2319	8.908	17.2976	4.0907	22.8864
YBR157C	4.8945	9.0386	9.7799	8.4106	4.454	2.8829	20.4534	19.072
YBR158W	168.859	146.8774	129.5834	58.8745	77.9446	109.5518	137.0376	122.0605
YBR159W	212.9091	167.2143	149.1432	182.2306	184.84	204.6888	257.7125	244.1211
YBR160W	63.628	54.2317	63.5692	89.7135	129.1653	100.9029	51.1334	95.3598
YBR161W	100.3365	94.9054	156.4781	151.3915	144.7542	72.0735	44.9974	83.9166
YBR162C	548.1799	612.3657	547.6732	485.0136	360.7721	236.4012	259.7578	431.0263
YBR162W-A	435.6072	442.8918	359.4106	356.0505	256.1036	233.5182	251.5764	251.7499
YBR163W	31.814	27.1158	26.8947	42.0532	31.1778	34.5953	20.4534	45.7727
YBR164C	151.7284	180.7722	156.4781	168.2128	187.067	152.7959	212.715	122.0605
YBR165W	36.7085	29.3755	24.4497	44.8568	26.7239	23.0635	18.408	34.3295
YBR166C	46.4974	54.2317	70.9041	64.4816	40.0858	28.8294	32.7254	45.7727
YBR167C	36.7085	27.1158	26.8947	28.0355	17.8159	60.5418	34.7707	22.8864
YBR168W	14.6834	13.5579	26.8947	56.0709	40.0858	89.3712	40.9067	72.4734
YBR169C	34.2612	36.1544	68.4592	106.5348	173.7051	311.3576	454.0648	247.9355
YBR170C	26.9195	24.8562	29.3396	39.2497	84.6255	77.8394	59.3148	57.2159
YBR171W	124.8088	133.3195	112.4686	86.91	106.8954	95.1371	134.9922	72.4734
YBR172C	36.7085	61.0106	29.3396	14.0177	37.8588	34.5953	40.9067	30.5151
YBR173C	222.6981	244.0424	242.052	176.6235	280.6005	314.2406	351.798	297.5226
YBR175W	66.0753	22.5965	29.3396	53.2674	46.7667	40.3612	44.9974	49.5871
YBR174C	7.3417	0	2.445	0	2.227	2.8829	0	0
YBR176W	39.1557	24.8562	34.2296	36.4461	26.7239	28.8294	49.0881	30.5151
YBR178W	2.4472	2.2597	0	0	2.227	8.6488	0	0
YBR177C	122.3616	146.8774	146.6982	204.6589	227.1528	296.9429	233.1684	152.5757
YBR179C	31.814	13.5579	4.8899	8.4106	33.4048	25.9465	47.0427	22.8864
YBR180W	63.628	58.751	63.5692	47.6603	55.6747	25.9465	28.6347	26.7007
YBR181C	2026.3077	1857.434	1694.3641	1584.0041	1293.88	934.0729	973.5804	1140.5031
YBR182C	7.3417	4.5193	7.3349	2.8035	4.454	8.6488	6.136	3.8144
YBR182C-A	0	0	0	0	0	0	0	0
YBR183W	7.3417	24.8562	61.1242	103.7312	115.8034	144.1471	149.3096	129.6893
YBR184W	2.4472	2.2597	7.3349	8.4106	6.681	2.8829	6.136	15.2576
YBR185C	22.0251	24.8562	19.5598	36.4461	46.7667	28.8294	63.4054	41.9583
YBR186W	0	0	0	0	2.227	0	0	0
YBR187W	200.673	212.4073	171.1479	145.7844	104.6684	83.6053	96.1308	110.6174
YBR188C	26.9195	51.972	36.6745	28.0355	13.3619	31.7124	38.8614	76.2878
YBR189W	3232.7929	3161.2533	2809.2703	2615.7094	2238.1229	1845.0823	1740.5817	1903.3815
YBR190W	0	0	2.445	0	0	0	0	0
YBR191W	2197.6139	1943.3008	1943.751	1791.4666	1549.9836	1182.0058	1108.5726	1331.2227
YBR191W-A	2116.8553	1891.3288	1870.4019	1732.5921	1469.8121	1118.5811	1065.6205	1277.8212
YBR192W	51.3919	31.6351	26.8947	47.6603	40.0858	34.5953	36.8161	64.8447
YBR193C	29.3668	18.0772	29.3396	16.8213	73.4906	46.1271	42.9521	61.0303
YBR194W	24.4723	27.1158	24.4497	16.8213	20.0429	66.3076	32.7254	34.3295
YBR195C	31.814	56.4913	14.6698	28.0355	24.4969	37.4782	34.7707	22.8864
YBR196C	1507.4946	1568.1986	1530.5511	1466.2551	1369.5976	1499.1294	1920.5714	2078.8435
YBR196C-A	7.3417	2.2597	12.2248	0	2.227	11.5318	2.0453	15.2576
YBR196C-B	7.3417	4.5193	4.8899	8.4106	4.454	14.4147	6.136	3.8144
YBR197C	12.2362	2.2597	17.1148	5.6071	11.1349	14.4147	14.3174	11.4432
YBR198C	48.9446	49.7123	63.5692	50.4638	64.5827	77.8394	44.9974	53.4015
YBR199W	154.1756	119.7616	166.2579	238.3015	351.8641	331.5382	378.3873	373.8104
YBR200W	31.814	47.4527	48.8994	33.6426	31.1778	40.3612	34.7707	38.1439
YBR200W-A	0	0	0	0	0	0	0	0
YBR201W	22.0251	9.0386	14.6698	11.2142	35.6318	40.3612	40.9067	22.8864
YBR201C-A	12.2362	11.2983	7.3349	22.4284	11.1349	14.4147	16.3627	26.7007
YBR202W	41.6029	36.1544	24.4497	28.0355	15.5889	28.8294	20.4534	38.1439
YBR203W	2.4472	2.2597	7.3349	2.8035	13.3619	8.6488	24.544	22.8864
YBR204C	14.6834	20.3369	29.3396	30.839	48.9937	83.6053	92.0402	64.8447
YBR205W	134.5977	151.3967	127.1384	128.9632	129.1653	132.6153	94.0855	160.2045
YBR206W	132.1505	144.6177	122.2485	128.9632	124.7113	129.7323	89.9948	152.5757
YBR207W	97.8893	72.3089	51.3444	50.4638	57.9017	74.9565	137.0376	102.9886
YBR208C	34.2612	24.8562	56.2343	53.2674	46.7667	57.6588	36.8161	26.7007
YBR209W	0	0	0	0	2.227	0	0	0
YBR210W	44.0502	54.2317	48.8994	53.2674	48.9937	40.3612	28.6347	76.2878
YBR211C	17.1306	29.3755	51.3444	33.6426	42.3128	28.8294	30.6801	11.4432
YBR212W	53.8391	38.4141	114.9136	98.1241	146.9812	138.3812	137.0376	76.2878
YBR213W	4.8945	9.0386	2.445	8.4106	6.681	0	0	3.8144
YBR214W	19.5779	24.8562	92.9089	156.9986	220.4718	259.4647	204.5337	122.0605
YBR215W	19.5779	18.0772	12.2248	11.2142	20.0429	37.4782	28.6347	19.072
YBR216C	29.3668	27.1158	29.3396	19.6248	46.7667	49.01	28.6347	15.2576
YBR217W	31.814	24.8562	36.6745	33.6426	44.5398	46.1271	28.6347	15.2576
YBR218C	256.9593	264.3793	251.8319	213.0696	209.3369	207.5718	214.7604	198.3484
YBR219C	0	2.2597	2.445	0	0	0	0	0
YBR220C	58.7336	72.3089	41.5645	39.2497	40.0858	51.8929	26.5894	34.3295
YBR221C	509.0242	521.9796	550.1182	571.9236	596.8328	608.3006	652.4625	736.1776
YBR221W-A	2.4472	0	7.3349	2.8035	6.681	8.6488	10.2267	3.8144
YBR222C	68.5225	67.7896	63.5692	75.6958	86.8525	147.03	204.5337	68.6591
YBR223W-A	0	0	0	0	0	0	0	0
YBR224W	0	0	2.445	0	0	2.8829	0	0
YBR223C	4.8945	6.779	4.8899	5.6071	17.8159	8.6488	10.2267	7.6288
YBR225W	19.5779	6.779	19.5598	14.0177	8.908	8.6488	26.5894	0
YBR226C	0	0	0	0	2.227	0	0	0
YBR227C	51.3919	31.6351	34.2296	30.839	51.2207	46.1271	32.7254	38.1439
YBR228W	12.2362	20.3369	26.8947	25.2319	17.8159	28.8294	28.6347	22.8864
YBR229C	115.0199	70.0492	61.1242	70.0887	82.3986	95.1371	124.7656	76.2878
YBR230C	161.5173	237.2635	550.1182	857.8854	1215.9354	1525.0758	1114.7086	694.2193
YBR230W-A	0	0	0	0	0	0	0	0
YBR231C	19.5779	9.0386	29.3396	11.2142	35.6318	54.7759	32.7254	49.5871
YBR233W	29.3668	11.2983	24.4497	39.2497	42.3128	31.7124	22.4987	53.4015
YBR232C	0	0	0	0	0	0	0	0
YBR233W-A	56.2863	61.0106	56.2343	61.678	35.6318	40.3612	49.0881	68.6591
YBR234C	149.2811	151.3967	158.923	171.0164	216.0178	216.2206	261.8031	305.1513
YBR235W	68.5225	65.5299	53.7893	64.4816	66.8096	92.2541	89.9948	99.1742
YBR236C	63.628	42.9334	46.4544	58.8745	64.5827	103.7859	57.2694	53.4015
YBR237W	24.4723	33.8948	36.6745	42.0532	53.4477	40.3612	36.8161	49.5871
YBR238C	2.4472	6.779	9.7799	0	0	0	0	3.8144
YBR239C	2.4472	2.2597	4.8899	8.4106	13.3619	2.8829	6.136	26.7007
YBR240C	2.4472	2.2597	9.7799	5.6071	2.227	5.7659	6.136	3.8144
YBR241C	12.2362	6.779	22.0047	25.2319	37.8588	57.6588	96.1308	61.0303
YBR242W	75.8642	54.2317	44.0095	33.6426	33.4048	23.0635	34.7707	45.7727
YBR243C	61.1808	49.7123	63.5692	50.4638	77.9446	89.3712	87.9495	91.5454
YBR244W	90.5476	117.5019	119.8035	106.5348	86.8525	106.6688	126.8109	160.2045
YBR245C	53.8391	74.5685	68.4592	56.0709	55.6747	34.5953	69.5415	76.2878
YBR246W	51.3919	51.972	48.8994	64.4816	33.4048	66.3076	47.0427	83.9166
YBR247C	73.4169	119.7616	41.5645	25.2319	24.4969	20.1806	10.2267	26.7007
YBR248C	144.3867	103.944	83.129	84.1064	73.4906	49.01	75.6775	122.0605
YBR249C	394.0043	483.5656	435.2046	459.7817	322.9133	265.2306	269.9845	255.5642
YBR250W	2.4472	0	2.445	0	6.681	2.8829	6.136	0
YBR251W	56.2863	70.0492	29.3396	44.8568	46.7667	95.1371	87.9495	53.4015
YBR252W	203.1202	198.8494	124.6935	137.3738	73.4906	80.7223	73.6321	87.731
YBR253W	58.7336	74.5685	58.6793	53.2674	84.6255	80.7223	40.9067	41.9583
YBR254C	46.4974	40.6737	12.2248	19.6248	17.8159	46.1271	22.4987	53.4015
YBR255W	19.5779	29.3755	17.1148	36.4461	31.1778	43.2441	34.7707	38.1439
YBR255C-A	46.4974	36.1544	26.8947	42.0532	64.5827	92.2541	98.1762	91.5454
YBR256C	134.5977	146.8774	158.923	142.9809	140.3002	132.6153	153.4003	156.3901
YBR257W	29.3668	31.6351	14.6698	16.8213	15.5889	0	16.3627	22.8864
YBR258C	17.1306	11.2983	17.1148	22.4284	28.9508	20.1806	32.7254	7.6288
YBR259W	17.1306	9.0386	2.445	8.4106	8.908	14.4147	8.1813	11.4432
YBR260C	17.1306	24.8562	58.6793	19.6248	42.3128	54.7759	44.9974	45.7727
YBR261C	56.2863	67.7896	58.6793	64.4816	31.1778	49.01	26.5894	30.5151
YBR262C	129.7033	94.9054	88.0189	70.0887	84.6255	109.5518	157.4909	175.462
YBR263W	203.1202	230.4845	171.1479	134.5703	126.9383	112.4347	96.1308	114.4318
YBR264C	61.1808	47.4527	51.3444	53.2674	77.9446	60.5418	49.0881	61.0303
YBR265W	68.5225	65.5299	90.4639	44.8568	62.3557	37.4782	61.3601	72.4734
YBR267W	70.9697	49.7123	19.5598	2.8035	11.1349	2.8829	6.136	11.4432
YBR266C	0	2.2597	0	2.8035	0	0	4.0907	0
YBR268W	124.8088	128.8002	83.129	61.678	64.5827	83.6053	118.6295	179.2764
YBR269C	36.7085	38.4141	51.3444	92.5171	111.3494	144.1471	177.9443	137.3181
YBR270C	0	9.0386	12.2248	16.8213	17.8159	17.2976	14.3174	15.2576
YBR271W	39.1557	22.5965	22.0047	5.6071	17.8159	2.8829	18.408	11.4432
YBR272C	34.2612	27.1158	39.1195	44.8568	62.3557	86.4882	61.3601	53.4015
YBR273C	39.1557	36.1544	36.6745	36.4461	44.5398	80.7223	55.2241	57.2159
YBR274W	12.2362	20.3369	26.8947	39.2497	44.5398	31.7124	36.8161	45.7727
YBR275C	26.9195	38.4141	17.1148	19.6248	17.8159	11.5318	16.3627	19.072
YBR276C	68.5225	72.3089	53.7893	98.1241	100.2145	89.3712	61.3601	87.731
YBR278W	29.3668	45.193	31.7846	42.0532	53.4477	43.2441	53.1788	34.3295
YBR277C	0	0	0	0	2.227	0	0	3.8144
YBR279W	73.4169	67.7896	51.3444	61.678	64.5827	95.1371	51.1334	57.2159
YBR280C	7.3417	4.5193	7.3349	33.6426	42.3128	34.5953	53.1788	53.4015
YBR281C	48.9446	42.9334	19.5598	22.4284	66.8096	40.3612	40.9067	57.2159
YBR282W	61.1808	88.1264	44.0095	67.2851	51.2207	60.5418	77.7228	106.803
YBR283C	305.9039	329.9092	352.0757	297.176	309.5513	288.2941	255.6671	369.996
YBR284W	7.3417	18.0772	19.5598	25.2319	22.2699	23.0635	32.7254	30.5151
YBR285W	26.9195	18.0772	7.3349	30.839	26.7239	86.4882	126.8109	76.2878
YBR286W	433.16	481.3059	506.1088	672.8513	739.36	1032.0929	1219.0208	938.3404
YBR287W	95.442	110.723	105.1337	159.8022	167.0241	184.5082	165.6723	141.1325
YBR288C	83.2059	94.9054	102.6887	114.9454	129.1653	135.4982	94.0855	129.6893
YBR289W	41.6029	38.4141	41.5645	53.2674	62.3557	23.0635	59.3148	49.5871
YBR290W	46.4974	51.972	63.5692	64.4816	84.6255	83.6053	71.5868	64.8447
YBR291C	185.9896	196.5897	110.0236	70.0887	55.6747	89.3712	147.2643	156.3901
YBR292C	2.4472	0	2.445	0	2.227	0	2.0453	3.8144
YBR293W	29.3668	42.9334	34.2296	33.6426	48.9937	34.5953	20.4534	34.3295
YBR294W	2.4472	2.2597	4.8899	8.4106	4.454	2.8829	4.0907	3.8144
YBR295W	7.3417	20.3369	4.8899	14.0177	20.0429	17.2976	12.272	19.072
YBR296C	7.3417	4.5193	4.8899	0	8.908	5.7659	4.0907	0
YBR296C-A	0	0	0	0	0	0	0	0
YBR297W	7.3417	9.0386	24.4497	14.0177	13.3619	11.5318	18.408	0
YBR298C	0	4.5193	7.3349	14.0177	11.1349	28.8294	18.408	7.6288
YBR298C-A	4.8945	4.5193	7.3349	2.8035	6.681	5.7659	0	0
YBR299W	2.4472	0	0	2.8035	0	5.7659	0	0
YBR301W	0	0	7.3349	0	0	2.8829	2.0453	0
YBR300C	0	0	0	0	0	0	0	0
YBR302C	44.0502	72.3089	83.129	33.6426	113.5764	118.2006	132.9469	110.6174
YCL076W	0	0	0	0	0	0	0	0
YCL073C	0	2.2597	0	0	0	2.8829	0	0
YCL069W	2.4472	0	0	0	0	0	0	0
YCL068C	0	0	0	0	0	0	2.0453	3.8144
YCL067C	68.5225	54.2317	80.684	106.5348	91.3065	112.4347	83.8588	114.4318
YCL066W	80.7586	76.8282	88.0189	109.3383	97.9875	86.4882	96.1308	87.731
YCL065W	53.8391	49.7123	68.4592	75.6958	62.3557	72.0735	59.3148	72.4734
YCL064C	406.2404	379.6216	322.736	316.8008	398.6308	562.1735	568.6037	423.3975
YCL063W	26.9195	13.5579	7.3349	8.4106	28.9508	20.1806	20.4534	30.5151
YCL061C	19.5779	27.1158	41.5645	11.2142	17.8159	20.1806	12.272	41.9583
YCL059C	119.9143	151.3967	102.6887	67.2851	71.2636	63.4247	18.408	30.5151
YCL058W-A	51.3919	27.1158	17.1148	11.2142	11.1349	17.2976	26.5894	57.2159
YCL058C	4.8945	11.2983	0	2.8035	0	2.8829	0	3.8144
YCL057C-A	337.718	293.7548	288.5064	302.7831	311.7783	328.6553	452.0195	404.3255
YCL057W	119.9143	108.4633	107.5787	134.5703	191.521	216.2206	310.8912	308.9657
YCL056C	34.2612	31.6351	26.8947	42.0532	51.2207	34.5953	49.0881	87.731
YCL055W	26.9195	56.4913	66.0142	44.8568	57.9017	46.1271	34.7707	45.7727
YCL054W	134.5977	115.2423	63.5692	14.0177	4.454	11.5318	10.2267	26.7007
YCL052C	22.0251	27.1158	26.8947	50.4638	69.0366	89.3712	71.5868	118.2461
YCL051W	39.1557	24.8562	17.1148	56.0709	86.8525	57.6588	51.1334	41.9583
YCL050C	215.3564	230.4845	268.9467	291.5689	318.4593	282.5282	319.0726	274.6362
YCL049C	7.3417	6.779	12.2248	14.0177	35.6318	40.3612	75.6775	83.9166
YCL048W-A	0	4.5193	2.445	8.4106	15.5889	25.9465	55.2241	68.6591
YCL048W	4.8945	4.5193	2.445	2.8035	4.454	0	0	0
YCL047C	34.2612	9.0386	31.7846	39.2497	42.3128	43.2441	22.4987	38.1439
YCL046W	0	0	14.6698	8.4106	6.681	2.8829	2.0453	3.8144
YCL045C	95.442	126.5405	95.3538	120.5525	115.8034	106.6688	132.9469	114.4318
YCL044C	7.3417	22.5965	26.8947	25.2319	55.6747	46.1271	49.0881	45.7727
YCL043C	416.0294	621.4043	569.678	613.9768	623.5566	694.7888	830.4068	793.3935
YCL042W	0	0	2.445	0	6.681	8.6488	2.0453	3.8144
YCL041C	0	6.779	2.445	5.6071	20.0429	8.6488	4.0907	3.8144
YCL040W	205.5675	449.6708	1029.3323	2010.1432	2757.0111	4059.181	4462.9252	2368.7372
YCL039W	31.814	22.5965	26.8947	47.6603	57.9017	66.3076	73.6321	49.5871
YCL038C	14.6834	15.8176	7.3349	8.4106	26.7239	43.2441	55.2241	61.0303
YCL037C	63.628	56.4913	31.7846	50.4638	31.1778	2.8829	28.6347	80.1022
YCL036W	66.0753	49.7123	26.8947	19.6248	17.8159	34.5953	32.7254	34.3295
YCL035C	215.3564	207.888	276.2816	353.2469	501.0723	674.6082	1053.3485	953.5979
YCL034W	46.4974	74.5685	110.0236	86.91	109.1224	115.3176	112.4935	87.731
YCL033C	66.0753	90.3861	58.6793	92.5171	129.1653	161.4447	190.2163	183.0908
YCL032W	29.3668	22.5965	26.8947	50.4638	48.9937	72.0735	44.9974	83.9166
YCL031C	78.3114	72.3089	58.6793	78.4993	60.1287	54.7759	81.8135	68.6591
YCL030C	264.301	212.4073	198.0426	179.427	162.5701	161.4447	204.5337	186.9052
YCL029C	70.9697	58.751	31.7846	30.839	42.3128	54.7759	28.6347	38.1439
YCL028W	48.9446	49.7123	51.3444	61.678	44.5398	98.02	67.4961	72.4734
YCL027W	53.8391	54.2317	68.4592	36.4461	53.4477	49.01	44.9974	57.2159
YCL026C-B	9.7889	18.0772	19.5598	30.839	15.5889	23.0635	18.408	11.4432
YCL026C-A	0	2.2597	7.3349	0	0	5.7659	4.0907	0
YCL025C	80.7586	112.9826	134.4733	196.2483	271.6925	144.1471	106.3575	171.6476
YCL024W	7.3417	6.779	17.1148	8.4106	6.681	5.7659	14.3174	22.8864
YCL023C	0	4.5193	0	2.8035	2.227	0	0	0
YCL022C	0	0	0	0	0	0	0	0
YCL021W-A	354.8486	357.025	425.4248	473.7995	434.2627	492.9829	476.5635	465.3558
YCL018W	7.3417	2.2597	0	5.6071	11.1349	2.8829	6.136	0
YCL017C	88.1003	67.7896	102.6887	50.4638	69.0366	72.0735	63.4054	91.5454
YCL016C	26.9195	11.2983	7.3349	14.0177	28.9508	25.9465	14.3174	7.6288
YCL014W	31.814	22.5965	26.8947	19.6248	13.3619	25.9465	24.544	22.8864
YCL012C	66.0753	56.4913	61.1242	19.6248	51.2207	49.01	69.5415	72.4734
YCL011C	181.0951	189.8108	156.4781	176.6235	126.9383	187.3912	175.899	198.3484
YCL010C	12.2362	13.5579	14.6698	2.8035	17.8159	23.0635	20.4534	15.2576
YCL009C	185.9896	149.137	205.3775	235.498	195.9749	233.5182	177.9443	183.0908
YCL008C	44.0502	18.0772	14.6698	19.6248	46.7667	51.8929	42.9521	26.7007
YCL005W-A	398.8987	357.025	347.1857	417.7285	334.0482	265.2306	349.7526	335.6665
YCL007C	0	4.5193	9.7799	0	0	0	0	0
YCL005W	12.2362	18.0772	48.8994	47.6603	33.4048	37.4782	34.7707	26.7007
YCL004W	17.1306	9.0386	9.7799	5.6071	22.2699	28.8294	28.6347	26.7007
YCL002C	31.814	40.6737	39.1195	22.4284	15.5889	23.0635	8.1813	22.8864
YCL001W	212.9091	212.4073	215.1573	221.4802	178.159	167.2106	186.1257	152.5757
YCL001W-A	0	0	0	0	2.227	0	2.0453	0
YCL001W-B	0	0	0	0	2.227	2.8829	0	0
YCR001W	0	2.2597	0	0	0	0	0	0
YCR002C	97.8893	90.3861	132.0284	128.9632	126.9383	164.3276	134.9922	141.1325
YCR003W	48.9446	33.8948	48.8994	47.6603	64.5827	43.2441	53.1788	53.4015
YCR004C	166.4117	185.2915	224.9372	252.3192	282.8275	317.1235	413.1581	381.4392
